name,price,stars,rating_count,feature_bullets,images,variant_data
"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Silver",$,4.8 out of 5 stars,,"WHY IPAD — All the essentials in the most affordable iPad, with a beautiful 10.2-inch Retina display, powerful A13 Bionic chip, and an Ultra Wide front camera with Center Stage. Work, play, create, learn, stay connected, and more.,IPADOS + APPS — iPadOS makes iPad more productive, intuitive, and versatile. With iPadOS, run multiple apps at once, use Apple Pencil to write in any text field with Scribble, and edit and share photos. iPad comes with essential apps like Safari, Messages, and Keynote, with over a million more apps available on the App Store.,FAST WI-FI CONNECTIVITY — Fast Wi-Fi keeps you connected at home, work, school, or wherever you go with your iPad.,PERFORMANCE AND STORAGE — The A13 Bionic chip gives you the graphics performance you need. And with all-day battery life, iPad is perfect for playing immersive games and more. Choose from 64GB or 256GB storage options.,APPLE PENCIL AND SMART KEYBOARD — Apple Pencil (1st generation) transforms iPad into an immersive drawing canvas and the world’s best note‑taking device. The Smart Keyboard features a comfortable typing experience and folds into a slim, lightweight cover for protection. Accessories sold separately,10.2-INCH RETINA DISPLAY — With incredible detail and vivid colors, it’s perfect for watching movies or drawing your next masterpiece. True Tone adjusts the display to the color temperature of the room to make viewing comfortable in any light.,UNLOCK AND PAY WITH TOUCH ID — Touch ID is built into the top button, so you can use your fingerprint to unlock your iPad, sign in to apps, and make payments securely with Apple Pay.,FRONT AND BACK CAMERAS — iPad features a 12MP Ultra Wide front camera that supports Center Stage for videoconferencing and selfies. The 8MP Wide back camera is perfect for capturing photos, 1080p HD video, and scanning documents.,LEGAL DISCLAIMERS — This is a summary of the main product features.","[{'hiRes': 'https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/31Sl-1fQs9L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/31Sl-1fQs9L._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_SX342_.jpg': [342, 342], 'https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_SX385_.jpg': [385, 385], 'https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_SX679_.jpg': [679, 679]}, 'variant': 'MAIN', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/61LQHKqQTEL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/31UAFd85x7L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/31UAFd85x7L._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61LQHKqQTEL._AC_SX342_.jpg': [342, 342], 'https://m.media-amazon.com/images/I/61LQHKqQTEL._AC_SX385_.jpg': [385, 385], 'https://m.media-amazon.com/images/I/61LQHKqQTEL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/61LQHKqQTEL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/61LQHKqQTEL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/61LQHKqQTEL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/61LQHKqQTEL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT01', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/81h2hRZ2JYL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/31He7DvgYAL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/31He7DvgYAL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81h2hRZ2JYL._AC_SX342_.jpg': [342, 342], 'https://m.media-amazon.com/images/I/81h2hRZ2JYL._AC_SX385_.jpg': [385, 385], 'https://m.media-amazon.com/images/I/81h2hRZ2JYL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/81h2hRZ2JYL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/81h2hRZ2JYL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/81h2hRZ2JYL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/81h2hRZ2JYL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT02', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/81kHk09wgYL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51t1SNQB5mL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51t1SNQB5mL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81kHk09wgYL._AC_SX342_.jpg': [342, 342], 'https://m.media-amazon.com/images/I/81kHk09wgYL._AC_SX385_.jpg': [385, 385], 'https://m.media-amazon.com/images/I/81kHk09wgYL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/81kHk09wgYL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/81kHk09wgYL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/81kHk09wgYL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/81kHk09wgYL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT03', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/81tumGZnBpL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/417hgJ0dZtL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/417hgJ0dZtL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81tumGZnBpL._AC_SX342_.jpg': [342, 342], 'https://m.media-amazon.com/images/I/81tumGZnBpL._AC_SX385_.jpg': [385, 385], 'https://m.media-amazon.com/images/I/81tumGZnBpL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/81tumGZnBpL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/81tumGZnBpL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/81tumGZnBpL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/81tumGZnBpL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT04', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/61uTpa5c20L._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/31DxQ-0EN8L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/31DxQ-0EN8L._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61uTpa5c20L._AC_SX342_.jpg': [342, 342], 'https://m.media-amazon.com/images/I/61uTpa5c20L._AC_SX385_.jpg': [385, 385], 'https://m.media-amazon.com/images/I/61uTpa5c20L._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/61uTpa5c20L._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/61uTpa5c20L._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/61uTpa5c20L._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/61uTpa5c20L._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT05', 'lowRes': None, 'shoppableScene': None}]","{""B09QHXJ3YP"":[""WiFi"",""64GB"",""Space Gray"",""With AppleCare+ (2 Years)""],""B0B8GC59L6"":[""WiFi + Cellular"",""64GB"",""Space Gray"",""With AppleCare+ (2 Years)""],""B09QHYRY98"":[""WiFi"",""64GB"",""Silver"",""With AppleCare+ (2 Years)""],""B0B8FXHND6"":[""WiFi + Cellular"",""256GB"",""Space Gray"",""With AppleCare+ (2 Years)""],""B09G91TLNJ"":[""WiFi"",""256GB"",""Silver"",""Without AppleCare+""],""B09G9GLLRN"":[""WiFi + Cellular"",""64GB"",""Space Gray"",""Without AppleCare+""],""B09G96TFF7"":[""WiFi"",""256GB"",""Space Gray"",""Without AppleCare+""],""B09G9CJM1Z"":[""WiFi"",""64GB"",""Silver"",""Without AppleCare+""],""B09G9FPHY6"":[""WiFi"",""64GB"",""Space Gray"",""Without AppleCare+""],""B09G97CV82"":[""WiFi + Cellular"",""256GB"",""Silver"",""Without AppleCare+""],""B09G9LD3HC"":[""WiFi + Cellular"",""64GB"",""Silver"",""Without AppleCare+""],""B09G96P9RM"":[""WiFi + Cellular"",""256GB"",""Space Gray"",""Without AppleCare+""]}"
"Apple iPad Pro Tablet(256GB, LTE, 9.7in) Space Gray (Renewed)",$229.00,4.2 out of 5 stars,,"Renewed products look and work like new. These pre-owned products have been inspected and tested by Amazon-qualified suppliers, which typically perform a full diagnostic test, replacement of any defective parts, and a thorough cleaning process. Packaging and accessories may be generic. All products on Amazon Renewed come with a minimum 90-day supplier-backed warranty.","[{'hiRes': 'https://m.media-amazon.com/images/I/61C-PyCaZNL._AC_SL1300_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41FF6EsLpgL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41FF6EsLpgL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61C-PyCaZNL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/61C-PyCaZNL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/61C-PyCaZNL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/61C-PyCaZNL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/61C-PyCaZNL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/61C-PyCaZNL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/61C-PyCaZNL._AC_SX679_.jpg': [679, 679]}, 'variant': 'MAIN', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/6130xsb57NL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/316GPslggyL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/316GPslggyL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/6130xsb57NL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/6130xsb57NL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/6130xsb57NL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/6130xsb57NL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/6130xsb57NL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/6130xsb57NL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/6130xsb57NL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT03', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/6130xsb57NL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/316GPslggyL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/316GPslggyL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/6130xsb57NL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/6130xsb57NL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/6130xsb57NL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/6130xsb57NL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/6130xsb57NL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/6130xsb57NL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/6130xsb57NL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT08', 'lowRes': None, 'shoppableScene': None}]",
"iPad Pro 9.7-inch (32GB, Wi-Fi + Cellular, Silver) 2016 Model (Renewed)",$129.00,3.9 out of 5 stars,,"9.7 inch Retina Display, 2048 x 1536 Resolution, Wide Color and True Tone Display,Apple iOS 9, A9X chip with 64‑bit architecture, M9 coprocessor,12 MP iSight Camera, True Tone Flash, Panorama (up to 63MP), Four-Speaker Audio,Up to 10 Hours of Battery Life","[{'hiRes': 'https://m.media-amazon.com/images/I/61D7gxFRpEL._AC_SL1200_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/416F7zFdkzL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/416F7zFdkzL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61D7gxFRpEL._AC_SX355_.jpg': [266, 355], 'https://m.media-amazon.com/images/I/61D7gxFRpEL._AC_SX450_.jpg': [338, 450], 'https://m.media-amazon.com/images/I/61D7gxFRpEL._AC_SX425_.jpg': [319, 425], 'https://m.media-amazon.com/images/I/61D7gxFRpEL._AC_SX466_.jpg': [350, 466], 'https://m.media-amazon.com/images/I/61D7gxFRpEL._AC_SX522_.jpg': [392, 522], 'https://m.media-amazon.com/images/I/61D7gxFRpEL._AC_SX569_.jpg': [427, 569], 'https://m.media-amazon.com/images/I/61D7gxFRpEL._AC_SX679_.jpg': [509, 679]}, 'variant': 'MAIN', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/61cah8BGX7L._AC_SL1200_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41arfYeI1cL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41arfYeI1cL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61cah8BGX7L._AC_SX355_.jpg': [266, 355], 'https://m.media-amazon.com/images/I/61cah8BGX7L._AC_SX450_.jpg': [338, 450], 'https://m.media-amazon.com/images/I/61cah8BGX7L._AC_SX425_.jpg': [319, 425], 'https://m.media-amazon.com/images/I/61cah8BGX7L._AC_SX466_.jpg': [350, 466], 'https://m.media-amazon.com/images/I/61cah8BGX7L._AC_SX522_.jpg': [392, 522], 'https://m.media-amazon.com/images/I/61cah8BGX7L._AC_SX569_.jpg': [427, 569], 'https://m.media-amazon.com/images/I/61cah8BGX7L._AC_SX679_.jpg': [509, 679]}, 'variant': 'PT01', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/518IxitbwHL._AC_SL1200_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/31JkajDTBFL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31JkajDTBFL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/518IxitbwHL._AC_SX355_.jpg': [266, 355], 'https://m.media-amazon.com/images/I/518IxitbwHL._AC_SX450_.jpg': [338, 450], 'https://m.media-amazon.com/images/I/518IxitbwHL._AC_SX425_.jpg': [319, 425], 'https://m.media-amazon.com/images/I/518IxitbwHL._AC_SX466_.jpg': [350, 466], 'https://m.media-amazon.com/images/I/518IxitbwHL._AC_SX522_.jpg': [392, 522], 'https://m.media-amazon.com/images/I/518IxitbwHL._AC_SX569_.jpg': [427, 569], 'https://m.media-amazon.com/images/I/518IxitbwHL._AC_SX679_.jpg': [509, 679]}, 'variant': 'PT02', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/61Opg40a-1L._AC_SL1200_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41eGx+D-UoL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41eGx+D-UoL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61Opg40a-1L._AC_SX355_.jpg': [266, 355], 'https://m.media-amazon.com/images/I/61Opg40a-1L._AC_SX450_.jpg': [338, 450], 'https://m.media-amazon.com/images/I/61Opg40a-1L._AC_SX425_.jpg': [319, 425], 'https://m.media-amazon.com/images/I/61Opg40a-1L._AC_SX466_.jpg': [350, 466], 'https://m.media-amazon.com/images/I/61Opg40a-1L._AC_SX522_.jpg': [392, 522], 'https://m.media-amazon.com/images/I/61Opg40a-1L._AC_SX569_.jpg': [427, 569], 'https://m.media-amazon.com/images/I/61Opg40a-1L._AC_SX679_.jpg': [509, 679]}, 'variant': 'PT03', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/61ViDRNqucL._AC_SL1200_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41Tq0IvDSfL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Tq0IvDSfL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61ViDRNqucL._AC_SX355_.jpg': [266, 355], 'https://m.media-amazon.com/images/I/61ViDRNqucL._AC_SX450_.jpg': [338, 450], 'https://m.media-amazon.com/images/I/61ViDRNqucL._AC_SX425_.jpg': [319, 425], 'https://m.media-amazon.com/images/I/61ViDRNqucL._AC_SX466_.jpg': [350, 466], 'https://m.media-amazon.com/images/I/61ViDRNqucL._AC_SX522_.jpg': [392, 522], 'https://m.media-amazon.com/images/I/61ViDRNqucL._AC_SX569_.jpg': [427, 569], 'https://m.media-amazon.com/images/I/61ViDRNqucL._AC_SX679_.jpg': [509, 679]}, 'variant': 'PT04', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/61AY0myemAL._AC_SL1200_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41kz9gR2PTL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41kz9gR2PTL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61AY0myemAL._AC_SX355_.jpg': [266, 355], 'https://m.media-amazon.com/images/I/61AY0myemAL._AC_SX450_.jpg': [338, 450], 'https://m.media-amazon.com/images/I/61AY0myemAL._AC_SX425_.jpg': [319, 425], 'https://m.media-amazon.com/images/I/61AY0myemAL._AC_SX466_.jpg': [350, 466], 'https://m.media-amazon.com/images/I/61AY0myemAL._AC_SX522_.jpg': [392, 522], 'https://m.media-amazon.com/images/I/61AY0myemAL._AC_SX569_.jpg': [427, 569], 'https://m.media-amazon.com/images/I/61AY0myemAL._AC_SX679_.jpg': [509, 679]}, 'variant': 'PT05', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/41NX0DkFxNL._AC_SL1024_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/31GiCvuFWaL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31GiCvuFWaL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/41NX0DkFxNL._AC_SX355_.jpg': [266, 355], 'https://m.media-amazon.com/images/I/41NX0DkFxNL._AC_SX450_.jpg': [338, 450], 'https://m.media-amazon.com/images/I/41NX0DkFxNL._AC_SX425_.jpg': [319, 425], 'https://m.media-amazon.com/images/I/41NX0DkFxNL._AC_SX466_.jpg': [350, 466], 'https://m.media-amazon.com/images/I/41NX0DkFxNL._AC_SX522_.jpg': [392, 522], 'https://m.media-amazon.com/images/I/41NX0DkFxNL._AC_SX569_.jpg': [427, 569], 'https://m.media-amazon.com/images/I/41NX0DkFxNL._AC_SX679_.jpg': [509, 679]}, 'variant': 'PT06', 'lowRes': None, 'shoppableScene': None}]",
"Apple iPad Pro (128GB, Wi-Fi, Silver) 12.9in Tablet (Renewed)",$399.00,4.3 out of 5 stars,,"8MP iSight Camera + Front-Facing 1.2MP HD Camera,Compatible with Apple Keyboard, and Apple pencil (both not included).,M9 coprocessor, A9X Chip, Faster than a speeding laptop.; The 64-bit A9X chip gives iPad Pro the power to easily take on tasks once reserved for workstations and PCs. With up to 1.8 times the CPU performance of iPad Air 2, the A9X chip delivers incredible responsiveness.,12.9-inch (2732 2048) screen resolution; An epic screen that turns advanced tasks into brilliant, immersive experiences.","[{'hiRes': 'https://m.media-amazon.com/images/I/81G12NGW8AL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51jJ22oDHxL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51jJ22oDHxL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81G12NGW8AL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/81G12NGW8AL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/81G12NGW8AL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/81G12NGW8AL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/81G12NGW8AL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/81G12NGW8AL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/81G12NGW8AL._AC_SX679_.jpg': [679, 679]}, 'variant': 'MAIN', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/81ZlS+WIyuL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41y4UcJGYqL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41y4UcJGYqL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81ZlS+WIyuL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/81ZlS+WIyuL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/81ZlS+WIyuL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/81ZlS+WIyuL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/81ZlS+WIyuL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/81ZlS+WIyuL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/81ZlS+WIyuL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT01', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/81IvNIAiBxL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51Nznrvax6L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Nznrvax6L._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81IvNIAiBxL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/81IvNIAiBxL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/81IvNIAiBxL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/81IvNIAiBxL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/81IvNIAiBxL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/81IvNIAiBxL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/81IvNIAiBxL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT02', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/61MmAtwyvGL._AC_SL1004_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41N29mtjtpL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41N29mtjtpL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61MmAtwyvGL._AC_SX355_.jpg': [253, 355], 'https://m.media-amazon.com/images/I/61MmAtwyvGL._AC_SX450_.jpg': [321, 450], 'https://m.media-amazon.com/images/I/61MmAtwyvGL._AC_SX425_.jpg': [303, 425], 'https://m.media-amazon.com/images/I/61MmAtwyvGL._AC_SX466_.jpg': [332, 466], 'https://m.media-amazon.com/images/I/61MmAtwyvGL._AC_SX522_.jpg': [372, 522], 'https://m.media-amazon.com/images/I/61MmAtwyvGL._AC_SX569_.jpg': [406, 569], 'https://m.media-amazon.com/images/I/61MmAtwyvGL._AC_SX679_.jpg': [484, 679]}, 'variant': 'PT03', 'lowRes': None, 'shoppableScene': None}]",
"Apple iPad Air 2 64GB, Wi-Fi and Cellular (Unlocked), 9.7inch Space Gray (Renewed)",$136.00,4.2 out of 5 stars,,"This Certified Refurbished product is tested and certified to look and work like new. The refurbishing process includes functionality testing, basic cleaning, inspection, and repackaging. The product ships with all relevant accessories, a minimum 90-day warranty, and may arrive in a generic box. Only select sellers who maintain a high performance bar may offer Certified Refurbished products on Amazon.com,Brand: Apple,Type: Tablet,Model: Apple iPad Air 2","[{'hiRes': 'https://m.media-amazon.com/images/I/71cYMKoRqfL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51pt0XyMGvL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51pt0XyMGvL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71cYMKoRqfL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/71cYMKoRqfL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/71cYMKoRqfL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/71cYMKoRqfL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/71cYMKoRqfL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/71cYMKoRqfL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/71cYMKoRqfL._AC_SX679_.jpg': [679, 679]}, 'variant': 'MAIN', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/51t4Er5ktML._AC_SL1000_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51SdVJHfzpL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51SdVJHfzpL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/51t4Er5ktML._AC_SX355_.jpg': [219, 355], 'https://m.media-amazon.com/images/I/51t4Er5ktML._AC_SX450_.jpg': [277, 450], 'https://m.media-amazon.com/images/I/51t4Er5ktML._AC_SX425_.jpg': [262, 425], 'https://m.media-amazon.com/images/I/51t4Er5ktML._AC_SX466_.jpg': [287, 466], 'https://m.media-amazon.com/images/I/51t4Er5ktML._AC_SX522_.jpg': [322, 522], 'https://m.media-amazon.com/images/I/51t4Er5ktML._AC_SX569_.jpg': [351, 569], 'https://m.media-amazon.com/images/I/51t4Er5ktML._AC_SX679_.jpg': [418, 679]}, 'variant': 'PT01', 'lowRes': None, 'shoppableScene': None}, {'hiRes': None, 'thumb': 'https://m.media-amazon.com/images/I/41Kaa3Um3+L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Kaa3Um3+L._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/41Kaa3Um3+L._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/41Kaa3Um3+L._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/41Kaa3Um3+L._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/41Kaa3Um3+L._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/41Kaa3Um3+L._AC_.jpg': [500, 500]}, 'variant': 'PT02', 'lowRes': None, 'shoppableScene': None}]",
